imdb_title_id,year,colors
tt0080808,1980,"[{'color': '#f8f6f7', 'name': 'whitesmoke', 'value': 'White', 'percent': 9.71}, {'color': '#c02e3b', 'name': 'firebrick', 'value': 'Red', 'percent': 9.56}, {'color': '#2f191a', 'name': 'black', 'value': 'Brown', 'percent': 13.11}, {'color': '#d1afa6', 'name': 'tan', 'value': 'Brown', 'percent': 60.58}, {'color': '#98726a', 'name': 'gray', 'value': 'Brown', 'percent': 7.05}]"
tt0080850,1980,"[{'color': '#7d4c44', 'name': 'sienna', 'value': 'Brown', 'percent': 8.58}, {'color': '#f8edde', 'name': 'antiquewhite', 'value': 'White', 'percent': 57.19}, {'color': '#e97964', 'name': 'salmon', 'value': 'Orange', 'percent': 11.79}, {'color': '#eeab8f', 'name': 'burlywood', 'value': 'Orange', 'percent': 9.82}, {'color': '#2a1e1c', 'name': 'black', 'value': 'Brown', 'percent': 12.62}]"
tt0080854,1980,"[{'color': '#f8f8f0', 'name': 'whitesmoke', 'value': 'White', 'percent': 14.26}, {'color': '#93817b', 'name': 'gray', 'value': 'Grey', 'percent': 17.24}, {'color': '#1a0c0a', 'name': 'black', 'value': 'Brown', 'percent': 11.32}, {'color': '#c7c4be', 'name': 'silver', 'value': 'Grey', 'percent': 12.88}, {'color': '#533f3c', 'name': 'darkslategray', 'value': 'Brown', 'percent': 44.3}]"
tt0080855,1980,"[{'color': '#eed4ba', 'name': 'wheat', 'value': 'Orange', 'percent': 42.31}, {'color': '#e67336', 'name': 'peru', 'value': 'Orange', 'percent': 17.49}, {'color': '#ebac7d', 'name': 'burlywood', 'value': 'Brown', 'percent': 13.22}, {'color': '#a65232', 'name': 'sienna', 'value': 'Brown', 'percent': 9.97}, {'color': '#fbfaf6', 'name': 'snow', 'value': 'White', 'percent': 17.01}]"
tt0080861,1980,"[{'color': '#fbfaf8', 'name': 'snow', 'value': 'White', 'percent': 10.17}, {'color': '#392724', 'name': 'darkslategray', 'value': 'Brown', 'percent': 10.55}, {'color': '#d3bfaa', 'name': 'silver', 'value': 'Grey', 'percent': 54.8}, {'color': '#e4ac51', 'name': 'sandybrown', 'value': 'Yellow', 'percent': 10.0}, {'color': '#916851', 'name': 'sienna', 'value': 'Brown', 'percent': 14.49}]"
tt0080863,1980,"[{'color': '#1e1315', 'name': 'black', 'value': 'Black', 'percent': 50.85}, {'color': '#fbf9f9', 'name': 'snow', 'value': 'White', 'percent': 20.8}, {'color': '#b09089', 'name': 'rosybrown', 'value': 'Brown', 'percent': 12.22}, {'color': '#7a2726', 'name': 'saddlebrown', 'value': 'Brown', 'percent': 9.05}, {'color': '#dccccd', 'name': 'lightgray', 'value': 'Grey', 'percent': 7.09}]"
tt0080868,1980,"[{'color': '#d95154', 'name': 'indianred', 'value': 'Red', 'percent': 11.56}, {'color': '#1f131a', 'name': 'black', 'value': 'Black', 'percent': 41.59}, {'color': '#f5f1ed', 'name': 'linen', 'value': 'White', 'percent': 24.01}, {'color': '#6d454a', 'name': 'dimgray', 'value': 'Brown', 'percent': 10.28}, {'color': '#cbada4', 'name': 'tan', 'value': 'Brown', 'percent': 12.57}]"
tt0080881,1980,"[{'color': '#cedae2', 'name': 'gainsboro', 'value': 'Grey', 'percent': 13.57}, {'color': '#6d5f58', 'name': 'dimgray', 'value': 'Grey', 'percent': 11.91}, {'color': '#34292d', 'name': 'darkslategray', 'value': 'Black', 'percent': 22.19}, {'color': '#dcbca1', 'name': 'tan', 'value': 'Brown', 'percent': 24.06}, {'color': '#c79462', 'name': 'darkkhaki', 'value': 'Brown', 'percent': 28.27}]"
tt0080888,1980,"[{'color': '#431b16', 'name': 'maroon', 'value': 'Brown', 'percent': 54.08}, {'color': '#dbbca2', 'name': 'tan', 'value': 'Brown', 'percent': 15.58}, {'color': '#a3755f', 'name': 'indianred', 'value': 'Brown', 'percent': 13.3}, {'color': '#c79d80', 'name': 'rosybrown', 'value': 'Brown', 'percent': 11.02}, {'color': '#794b3b', 'name': 'sienna', 'value': 'Brown', 'percent': 6.02}]"
tt0080907,1980,"[{'color': '#68240d', 'name': 'maroon', 'value': 'Brown', 'percent': 12.25}, {'color': '#162324', 'name': 'black', 'value': 'Black', 'percent': 9.73}, {'color': '#c64708', 'name': 'chocolate', 'value': 'Orange', 'percent': 11.48}, {'color': '#756b5e', 'name': 'dimgray', 'value': 'Grey', 'percent': 48.52}, {'color': '#e6cca8', 'name': 'wheat', 'value': 'Orange', 'percent': 18.01}]"
