imdb_title_id,year,genre,faces
tt2334649,2013,"['Biography', 'Drama', 'Romance']",0
tt2334873,2013,['Drama'],0
tt2334879,2013,"['Action', 'Drama', 'Thriller']",1
tt2338151,2014,"['Comedy', 'Drama', 'Fantasy']",1
tt2339379,2013,"['Comedy', 'Drama']",0
tt2339505,2014,"['Animation', 'Action']",1
tt2344678,2013,"['Action', 'Comedy']",1
tt2345112,2013,"['Drama', 'History', 'Mystery']",0
tt2345561,2012,"['Action', 'Thriller']",1
tt2345737,2014,"['Crime', 'Drama']",0
tt2347497,2012,"['Comedy', 'Horror', 'Mystery']",0
tt2349144,2015,"['Comedy', 'Drama']",0
tt2349460,2013,"['Drama', 'Music']",0
tt2354407,2012,"['Comedy', 'Drama', 'Romance']",0
tt2355495,2014,"['Comedy', 'Drama', 'Romance']",1
tt2356180,2013,"['Biography', 'Drama', 'Sport']",1
tt2357129,2013,"['Biography', 'Drama']",0
tt2357291,2014,"['Animation', 'Adventure', 'Comedy']",0
tt2357377,2013,"['Action', 'Thriller']",2
tt2357926,2013,"['Action', 'Drama', 'Romance']",0
tt2358891,2013,['Drama'],0
tt2358925,2015,"['Comedy', 'Drama']",2
tt2359137,2012,"['Drama', 'War']",0
tt2359381,2014,"['Comedy', 'Drama']",2
tt2361509,2015,"['Comedy', 'Drama']",2
tt2364841,2013,"['Crime', 'Thriller']",2
tt2364949,2013,['Drama'],0
tt2367996,2012,"['Action', 'Adventure']",1
tt2368635,2014,"['Drama', 'Fantasy', 'Romance']",1
tt2369135,2014,"['Action', 'Crime', 'Thriller']",0
tt2369154,2013,"['Action', 'Romance']",2
tt2370248,2013,['Drama'],0
tt2371411,2012,"['Fantasy', 'Mystery', 'Romance']",3
tt2371834,2013,['Drama'],1
tt2372222,2014,"['Action', 'Comedy']",1
tt2372678,2014,"['Comedy', 'Drama', 'Romance']",4
tt2377322,2014,"['Horror', 'Mystery', 'Thriller']",0
tt2378281,2013,"['Comedy', 'Drama']",1
tt2379713,2015,"['Action', 'Adventure', 'Thriller']",1
tt2381111,2015,"['Drama', 'Romance']",1
tt2381249,2015,"['Action', 'Adventure', 'Thriller']",0
tt2386502,2014,"['Drama', 'Family', 'Romance']",0
tt2387433,2013,"['Horror', 'Sci-Fi', 'Thriller']",0
tt2387559,2013,"['Comedy', 'Drama']",3
tt2388637,2013,"['Crime', 'Drama', 'Romance']",0
tt2390237,2014,"['Comedy', 'Romance', 'Sport']",2
tt2390361,2013,"['Comedy', 'Drama', 'Romance']",2
tt2395427,2015,"['Action', 'Adventure', 'Sci-Fi']",0
tt2398231,2014,"['Drama', 'Western']",0
tt2400275,2014,"['Drama', 'Fantasy']",0
tt2401007,2013,['Comedy'],2
tt2401878,2015,"['Animation', 'Comedy', 'Drama']",0
tt2402101,2015,"['Action', 'Drama', 'Mystery']",0
tt2402157,2014,"['Action', 'Crime', 'Thriller']",1
tt2402163,2013,"['Crime', 'Thriller']",0
tt2402927,2015,"['Drama', 'Romance']",0
tt2402985,2014,"['Comedy', 'Drama', 'Sport']",1
tt2404027,2012,"['Animation', 'Action', 'Adventure']",0
tt2404425,2015,"['Biography', 'Drama', 'History']",1
tt2404461,2013,"['Drama', 'Mystery']",2
tt2404463,2013,"['Action', 'Comedy', 'Crime']",1
tt2404555,2013,['Drama'],0
tt2406676,2013,"['Horror', 'Romance', 'Thriller']",1
tt2407826,2012,['Comedy'],1
tt2409818,2014,"['Crime', 'Horror', 'Thriller']",1
tt2424988,2015,['Action'],1
tt2431286,2013,"['Biography', 'Comedy', 'Drama']",1
tt2433040,2015,"['Action', 'Adventure', 'Drama']",1
tt2435458,2014,"['Comedy', 'Drama']",0
tt2436386,2015,"['Drama', 'Mystery', 'Sci-Fi']",0
tt2436516,2013,"['Action', 'Adventure', 'Comedy']",1
tt2437548,2014,"['Comedy', 'Drama', 'Romance']",0
tt2437954,2013,"['Action', 'Drama']",0
tt2442502,2014,"['Comedy', 'Romance']",0
tt2446980,2015,['Drama'],1
tt2450186,2013,"['Horror', 'Thriller']",0
tt2452042,2015,"['Animation', 'Adventure', 'Comedy']",0
tt2463288,2014,['Comedy'],0
tt2465146,2014,"['Comedy', 'Drama', 'Romance']",2
tt2473510,2015,"['Horror', 'Mystery', 'Thriller']",0
tt2473602,2014,"['Biography', 'Drama', 'Music']",0
tt2473682,2014,"['Horror', 'Mystery', 'Thriller']",0
tt2473794,2014,"['Biography', 'Drama', 'History']",0
tt2474976,2015,['Horror'],0
tt2476154,2013,"['Comedy', 'Drama', 'Romance']",2
tt2481480,2014,"['Crime', 'Drama']",1
tt2495118,2013,"['Action', 'Biography', 'Drama']",0
tt2503944,2015,"['Comedy', 'Drama']",1
tt2505856,2014,['Horror'],0
tt2510028,2014,"['Drama', 'Thriller', 'Western']",1
tt2510434,2014,"['Horror', 'Sci-Fi', 'Thriller']",0
tt2510894,2015,"['Animation', 'Comedy', 'Family']",0
tt2515034,2015,"['Action', 'Crime', 'Drama']",0
tt2517044,2014,"['Drama', 'Music', 'Romance']",0
tt2518370,2014,"['Drama', 'Family', 'Music']",2
tt2528814,2014,['Drama'],1
tt2537176,2013,"['Horror', 'Thriller']",0
tt2537390,2015,"['Comedy', 'Romance']",2
tt2551396,2014,"['Fantasy', 'Horror', 'Mystery']",0
tt2553908,2013,"['Drama', 'History', 'War']",0
tt2554274,2015,"['Drama', 'Fantasy', 'Horror']",0
tt2555736,2015,"['Comedy', 'Drama']",3
tt2557490,2014,"['Comedy', 'Western']",2
tt2560102,2014,"['Drama', 'Romance']",2
tt2561572,2015,"['Comedy', 'Crime']",1
tt2570224,2014,"['Comedy', 'Drama', 'Family']",1
tt2576450,2013,"['Action', 'Comedy', 'Romance']",1
tt2581244,2014,"['Comedy', 'Fantasy', 'Horror']",1
tt2582496,2015,"['Comedy', 'Drama', 'Romance']",0
tt2582802,2014,"['Drama', 'Music']",0
tt2582846,2014,"['Drama', 'Romance']",0
tt2587914,2014,['Drama'],0
tt2609758,2013,"['Comedy', 'Drama', 'Romance']",0
tt2622130,2013,"['Action', 'Comedy', 'Romance']",2
tt2626350,2014,"['Drama', 'Music', 'Romance']",0
tt2631186,2015,"['Action', 'Drama']",0
tt2635622,2013,"['Action', 'Crime', 'History']",0
tt2637276,2015,['Comedy'],0
tt2637294,2015,"['Comedy', 'Mystery', 'Sci-Fi']",0
tt2639344,2014,"['Drama', 'Romance']",0
tt2640474,2013,"['Drama', 'Fantasy', 'Horror']",1
tt2644800,2013,"['Comedy', 'Romance']",3
tt2650642,2013,"['Drama', 'Thriller']",0
tt2652092,2014,"['Biography', 'Drama']",1
tt2677816,2013,"['Comedy', 'Crime']",3
tt2679042,2015,"['Action', 'Crime', 'Thriller']",0
tt2692250,2014,"['Adventure', 'Comedy', 'Family']",0
tt2706264,2013,"['Action', 'Drama']",2
tt2707858,2014,"['Biography', 'Drama']",0
tt2710368,2013,['Thriller'],0
tt2714380,2014,"['Drama', 'Horror', 'Mystery']",0
tt2717558,2013,"['Action', 'Crime', 'Drama']",2
tt2726560,2015,"['Drama', 'Romance']",0
tt2735292,2015,"['Comedy', 'Crime', 'Drama']",0
tt2736254,2013,"['Horror', 'Sci-Fi', 'Thriller']",0
tt2737050,2014,['Drama'],0
tt2739338,2013,"['Drama', 'Family']",0
tt2751390,2014,"['Comedy', 'Drama', 'Romance']",0
tt2752688,2014,"['Biography', 'Drama']",0
tt2752758,2014,"['Horror', 'Mystery', 'Thriller']",0
tt2752772,2015,"['Horror', 'Mystery', 'Thriller']",1
tt2756032,2014,"['Drama', 'Fantasy', 'Mystery']",2
tt2762334,2014,"['Action', 'Comedy', 'Romance']",1
tt2765340,2013,"['Drama', 'Romance']",0
tt2771372,2014,"['Crime', 'Drama', 'Mystery']",1
tt2784678,2014,"['Comedy', 'Romance']",0
tt2788512,2015,"['Crime', 'Drama', 'Mystery']",0
tt2799166,2014,"['Action', 'Adventure', 'Horror']",0
tt2806788,2013,"['Comedy', 'Drama', 'Romance']",4
tt2815720,2015,['Drama'],0
tt2820852,2015,"['Action', 'Adventure', 'Thriller']",0
tt2821088,2013,"['Drama', 'Romance']",1
tt2821880,2013,"['Action', 'Comedy', 'Drama']",0
tt2825924,2013,"['Action', 'Fantasy']",1
tt2828840,2013,['Action'],0
tt2828996,2014,"['Comedy', 'Fantasy']",0
tt2832470,2014,"['Action', 'Comedy', 'Horror']",0
tt2848292,2015,"['Comedy', 'Music']",2
tt2848824,2013,"['Comedy', 'Drama', 'Thriller']",1
tt2852400,2013,"['Action', 'Drama']",0
tt2859246,2014,"['Animation', 'Action', 'Adventure']",1
tt2870612,2014,"['Horror', 'Mystery', 'Thriller']",0
tt2870708,2014,"['Comedy', 'Drama']",1
tt2870756,2014,"['Comedy', 'Romance']",2
tt2870808,2014,"['Comedy', 'Drama', 'Romance']",1
tt2872462,2015,"['Comedy', 'Drama']",1
tt2872718,2014,"['Crime', 'Drama', 'Thriller']",0
tt2872732,2014,"['Action', 'Sci-Fi', 'Thriller']",0
tt2872750,2015,"['Animation', 'Adventure', 'Comedy']",1
tt2883512,2014,"['Adventure', 'Comedy', 'Drama']",0
tt2884206,2014,"['Drama', 'Romance', 'Sci-Fi']",0
tt2887322,2013,"['Action', 'Drama', 'Thriller']",0
tt2901548,2013,"['Action', 'Comedy', 'Drama']",2
tt2905838,2014,"['Action', 'Adventure', 'Comedy']",1
tt2908856,2014,"['Comedy', 'Drama', 'Romance']",1
tt2909116,2015,"['Adventure', 'Drama']",0
tt2910274,2014,"['Comedy', 'Drama', 'Romance']",1
tt2910520,2013,"['Drama', 'Romance']",3
tt2911666,2014,"['Action', 'Crime', 'Thriller']",1
tt2912776,2015,"['Drama', 'Music']",0
tt2918436,2015,"['Horror', 'Mystery', 'Sci-Fi']",0
tt2920808,2014,"['Crime', 'Drama']",2
tt2924352,2015,"['Action', 'Horror', 'Thriller']",0
tt2926810,2014,"['Comedy', 'Horror']",0
tt2935476,2015,"['Drama', 'Romance']",0
tt2937898,2014,"['Action', 'Crime', 'Drama']",0
tt2938956,2015,"['Action', 'Thriller']",0
tt2948266,2013,['Comedy'],1
tt2955096,2014,"['Comedy', 'Drama']",2
tt2961890,2014,"['Animation', 'Comedy', 'Drama']",0
tt2965412,2014,"['Comedy', 'Drama', 'Romance']",1
tt2967006,2014,"['Comedy', 'Drama']",2
tt2967224,2015,"['Action', 'Comedy', 'Crime']",2
tt2972482,2014,['Action'],1
tt2974918,2015,"['Animation', 'Adventure', 'Comedy']",0
tt2975578,2014,"['Action', 'Horror', 'Sci-Fi']",0
tt2978462,2014,"['Drama', 'Family']",0
tt2979920,2015,"['Action', 'Crime', 'Drama']",1
tt2980516,2014,"['Biography', 'Drama', 'Romance']",0
tt2980554,2015,['Drama'],0
tt2980648,2014,"['Comedy', 'Drama']",2
tt2980706,2014,"['Animation', 'Adventure', 'Comedy']",0
tt2992146,2013,"['Action', 'Adventure', 'Drama']",0
tt2992152,2013,"['Comedy', 'Drama']",1
tt2994190,2014,"['Drama', 'War']",0
tt2994832,2015,"['Drama', 'Romance']",0
tt3001638,2014,"['Action', 'Biography', 'Drama']",1
tt3005242,2014,"['Biography', 'Comedy', 'Drama']",1
tt3007302,2014,"['Comedy', 'Drama', 'Romance']",0
tt3008014,2013,"['Drama', 'History']",6
tt3014666,2014,['Comedy'],6
tt3017412,2014,"['Comedy', 'Romance']",4
tt3038734,2015,['Drama'],1
tt3043630,2013,"['Drama', 'Romance']",0
